Product_name,product_id,User,Review_title,Review_description,Rating,Dates,combined_review,sentiment_scores,sentiment
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Walmart Customer,,It's very calming   Love it   Would buy again,4/5,1/18/2025, It's very calming   Love it   Would buy again,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.8162}",positive
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Dorothy L,Not feeling the effect,Not feeling the effect,1/5,1/19/2025,Not feeling the effect Not feeling the effect,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.1877}",negative
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Anonymous,Not feeling the effect,Not feeling the effect,1/5,1/20/2025,Not feeling the effect Not feeling the effect,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.1877}",negative
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,DoingItMyselfEr,Try This...,This is a tremendous help in my struggle for sleep!,5/5,1/23/2025,Try This... This is a tremendous help in my struggle for sleep!,"{'neg': 0.161, 'neu': 0.63, 'pos': 0.209, 'compound': 0.1759}",positive
"Nutricost Passion Flower Extract (1,500mg Equivalent) 120 Capsules - Non-GMO Supplement",606657812,CaitBain,Helps with anxiety and sleep issues,Really works to help calm down and sleep better. Good quality.,5/5,1/25/2025,Helps with anxiety and sleep issues Really works to help calm down and sleep better. Good quality.,"{'neg': 0.064, 'neu': 0.417, 'pos': 0.518, 'compound': 0.8993}",positive
"Nutricost Passion Flower Extract (1,500mg Equivalent) 120 Capsules - Non-GMO Supplement",606657812,dawn,"good product,  bad customer service",good price for number of capsules abd mgs . would go 5 but took very very long time.  thought package was lost. when I attempted to track was told that info available to seller. when i contacted . they said track it down. hummm good product lousy customer service.,3/5,1/26/2025,"good product,  bad customer service good price for number of capsules abd mgs . would go 5 but took very very long time.  thought package was lost. when I attempted to track was told that info available to seller. when i contacted . they said track it down. hummm good product lousy customer service.","{'neg': 0.164, 'neu': 0.69, 'pos': 0.146, 'compound': -0.4678}",negative
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,paula,Great Product,Love this product. It takes about 5 days of continuous use at night before going to bed. It has increased my sleep by 25%.,5/5,1/27/2025,Great Product Love this product. It takes about 5 days of continuous use at night before going to bed. It has increased my sleep by 25%.,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.886}",positive
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Panda,I am pleased!,Exactly what I ordered. nothing but passion flower.,5/5,1/28/2025,I am pleased! Exactly what I ordered. nothing but passion flower.,"{'neg': 0.282, 'neu': 0.562, 'pos': 0.156, 'compound': -0.374}",negative
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Hope,Calming,"I love this tea it really has a calming
effect.",5/5,1/29/2025,"Calming I love this tea it really has a calming
effect.","{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.8714}",positive
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Imelinda,Really good,"Yes, I worked.",5/5,1/30/2025,"Really good Yes, I worked.","{'neg': 0.0, 'neu': 0.245, 'pos': 0.755, 'compound': 0.7328}",positive
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Cheryl,Disappointed in arrival packaging,"Package arrived via mail in a bubble envelope. The box the tea came in was completely smashed!  Fortunately, the tea bags inside seem to be okay. Something in a thin cardboard box should NEVER be sent through the mail in a bubble envelope. should send in a sturdy box, not an envelope!  Poor choice!",4/5,1/31/2025,"Disappointed in arrival packaging Package arrived via mail in a bubble envelope. The box the tea came in was completely smashed!  Fortunately, the tea bags inside seem to be okay. Something in a thin cardboard box should NEVER be sent through the mail in a bubble envelope. should send in a sturdy box, not an envelope!  Poor choice!","{'neg': 0.052, 'neu': 0.858, 'pos': 0.09, 'compound': 0.3027}",positive
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Walmart Customer,Tasty,"I liked it, glad it was exclusively Passion flower and nothing else. Would definitely buy again.",4/5,2/1/2025,"Tasty I liked it, glad it was exclusively Passion flower and nothing else. Would definitely buy again.","{'neg': 0.098, 'neu': 0.52, 'pos': 0.382, 'compound': 0.7609}",positive
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Lisa,Best choice!,Excellent choice; best price on passionflower tincture . Calming and gentle 100 % recommend;  also reco by  Dr A Weil,5/5,2/2/2025,Best choice! Excellent choice; best price on passionflower tincture . Calming and gentle 100 % recommend;  also reco by  Dr A Weil,"{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9674}",positive
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,KayBear,WONDERFUL TINCTURE!!!,This passionflower tincture is simply the BEST!! It has gotten me through many nights of tossing and turning helping me to gently relax and fall asleep peacefully.,5/5,2/3/2025,WONDERFUL TINCTURE!!! This passionflower tincture is simply the BEST!! It has gotten me through many nights of tossing and turning helping me to gently relax and fall asleep peacefully.,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.973}",positive
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Efigenia,,i LIKE THIS SHOP AND ADVISE PEOPLE TO BUY FROM THIS SHOP.,5/5,2/4/2025, i LIKE THIS SHOP AND ADVISE PEOPLE TO BUY FROM THIS SHOP.,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",positive
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Martin,BEST CALMATIVE I HAVE FOUND,"BEST QUALITY SLEEP AID I HAVE FOUND TO DATE.
ARE YOU TENSE OR JITTERY. THIS WILL CALM YOU DOWN QUICKLY.
2 DROPPERS FOR ME DOES IT.",5/5,2/5/2025,"BEST CALMATIVE I HAVE FOUND BEST QUALITY SLEEP AID I HAVE FOUND TO DATE.
ARE YOU TENSE OR JITTERY. THIS WILL CALM YOU DOWN QUICKLY.
2 DROPPERS FOR ME DOES IT.","{'neg': 0.063, 'neu': 0.602, 'pos': 0.335, 'compound': 0.886}",positive
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Brenda,I received the project inco,"I received the wrong product, I ordered Pasion Flora and I received biotin, nothing to do with the product I need.",1/5,2/6/2025,"I received the project inco I received the wrong product, I ordered Pasion Flora and I received biotin, nothing to do with the product I need.","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}",negative
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Wellida,,"I don't know, because I bought it but I never received it, the delivery says it was delivered but I never saw it",1/5,2/7/2025," I don't know, because I bought it but I never received it, the delivery says it was delivered but I never saw it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Daniel,Good effect when needed,Positive addition to balance of wellbeing,5/5,2/8/2025,Good effect when needed Positive addition to balance of wellbeing,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,yardwork,helps me sleep,"as for me i get my sleep. i use 500 mg and the mind chatter fades away and off to sleep i go, of course i think it only helps after a long day at work and i am ready for bed.",5/5,2/9/2025,"helps me sleep as for me i get my sleep. i use 500 mg and the mind chatter fades away and off to sleep i go, of course i think it only helps after a long day at work and i am ready for bed.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7717}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Judith S.,Sleep Aid,Really helps me relax and fall asleep faster.,5/5,2/10/2025,Sleep Aid Really helps me relax and fall asleep faster.,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.7233}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,DogMom75,Good product for High Anxiety,"Passion flower takes the edge off of anxiety in natural way with no side effects. I take 2-3 for high anxiety and it works every time, within 10 minutes.",5/5,2/11/2025,"Good product for High Anxiety Passion flower takes the edge off of anxiety in natural way with no side effects. I take 2-3 for high anxiety and it works every time, within 10 minutes.","{'neg': 0.175, 'neu': 0.624, 'pos': 0.201, 'compound': 0.4767}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,shiningstar,Great Product,"Wow! I could not believe how great this supplement works. I tried other brands which were a lot higher priced and they did nothing. I sleep so good with this product, I have another order on the way. I have told my friends about Swanson's. I not only saved money but I received a product far better than many other expensive brands. I was skeptical about ordering this because it was such a low price. Very happy with my purchase. I have ordered from Swanson for a long time and sometimes the cheaper priced items were not good, this one is great.",5/5,2/12/2025,"Great Product Wow! I could not believe how great this supplement works. I tried other brands which were a lot higher priced and they did nothing. I sleep so good with this product, I have another order on the way. I have told my friends about Swanson's. I not only saved money but I received a product far better than many other expensive brands. I was skeptical about ordering this because it was such a low price. Very happy with my purchase. I have ordered from Swanson for a long time and sometimes the cheaper priced items were not good, this one is great.","{'neg': 0.118, 'neu': 0.675, 'pos': 0.206, 'compound': 0.9054}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Amjoba,Helpful!,"This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.I very much enjoy this product. Many thanks to Swanson for providing it!",5/5,2/13/2025,"Helpful! This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.I very much enjoy this product. Many thanks to Swanson for providing it!","{'neg': 0.042, 'neu': 0.603, 'pos': 0.355, 'compound': 0.9627}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Kathleen,good natural sedative,"i am very happy with this , it is relaxing %26 sedates me",4/5,2/14/2025,"good natural sedative i am very happy with this , it is relaxing %26 sedates me","{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9117}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,CaitBain,Helps anxiety and sleep issues,Helped a little with anxiety and sleep loss.,4/5,2/15/2025,Helps anxiety and sleep issues Helped a little with anxiety and sleep loss.,"{'neg': 0.35, 'neu': 0.491, 'pos': 0.16, 'compound': -0.2732}",negative
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Axle2,Works well enough.,"I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.Now with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.Overall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.",4/5,2/16/2025,"Works well enough. I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.Now with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.Overall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.","{'neg': 0.042, 'neu': 0.811, 'pos': 0.148, 'compound': 0.9208}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,MediMan,"Didn't work for me, but I'm sure it helps others","Not all products work well for everyone, that's just how it goes. I have taken this in fairly large doses for several weeks to see if it would help calm me. It didn't seem to have any effect on me. I have read claims from many who say it works great, so it's probably just me!",2/5,2/17/2025,"Didn't work for me, but I'm sure it helps others Not all products work well for everyone, that's just how it goes. I have taken this in fairly large doses for several weeks to see if it would help calm me. It didn't seem to have any effect on me. I have read claims from many who say it works great, so it's probably just me!","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.97}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Csaba,Works for me,"I take it with Magnesium and 1,5 mg Melatoninbefore bedtime.",4/5,2/18/2025,"Works for me I take it with Magnesium and 1,5 mg Melatoninbefore bedtime.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,gwendolyn,This is a good product.,"This is a good product, but I have begun\nusing others. Especially, to help me sleep.",4/5,2/19/2025,"This is a good product. This is a good product, but I have begun\nusing others. Especially, to help me sleep.","{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7825}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Ladarwan S.,Good product,Very effective,5/5,2/20/2025,Good product Very effective,"{'neg': 0.0, 'neu': 0.241, 'pos': 0.759, 'compound': 0.7425}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,healthy4life1,relaxing herb and chrysin source,Try this before bed and also a great source of chrysin-an important flavinoid for men. The swansons whole herb passionflower is a great source for this 2 in 1 herb.,5/5,2/21/2025,relaxing herb and chrysin source Try this before bed and also a great source of chrysin-an important flavinoid for men. The swansons whole herb passionflower is a great source for this 2 in 1 herb.,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.926}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,keithschom2,Good for Relaxing at Bedtime,This product helps me to relax when I take it before bedtime. If you have trouble getting to sleep at night I recommend that you start taking passion flower too.,5/5,2/22/2025,Good for Relaxing at Bedtime This product helps me to relax when I take it before bedtime. If you have trouble getting to sleep at night I recommend that you start taking passion flower too.,"{'neg': 0.059, 'neu': 0.568, 'pos': 0.373, 'compound': 0.9246}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Kidblinks,Love it.,I take this to help me relax and not feel anxious around people and I find it really helps. I'm able to just be myself and have a good time without over-thinking and feeling uneasy.,4/5,2/23/2025,Love it. I take this to help me relax and not feel anxious around people and I find it really helps. I'm able to just be myself and have a good time without over-thinking and feeling uneasy.,"{'neg': 0.084, 'neu': 0.55, 'pos': 0.366, 'compound': 0.9241}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,eltigre,great value purchase,"If you are in need of finding a method to access\nthe sleep state without any side effects, passion\nflower does just that.",5/5,2/24/2025,"great value purchase If you are in need of finding a method to access\nthe sleep state without any side effects, passion\nflower does just that.","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7579}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,eltigre,great value purchase,"If you are in need of finding a method to accessthe sleep state without any side effects, passionflower does just that.",5/5,2/25/2025,"great value purchase If you are in need of finding a method to accessthe sleep state without any side effects, passionflower does just that.","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.7783}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Shampoogirl,A Great Help,I take one of these any morning that I feel a little keyed-up and it really smooths things out for me.,5/5,2/26/2025,A Great Help I take one of these any morning that I feel a little keyed-up and it really smooths things out for me.,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.7783}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,turtlelover,Very Happy!,This product gives me that extra calm I need without drowsiness or anything! I take it after a stressful day and it takes the edge off!,5/5,2/27/2025,Very Happy! This product gives me that extra calm I need without drowsiness or anything! I take it after a stressful day and it takes the edge off!,"{'neg': 0.102, 'neu': 0.678, 'pos': 0.221, 'compound': 0.5952}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,herbal67,a good choice,"A good choice when you feel the need for a mildly calming herb at the end of a busy day. Good to take with a warm bevrage, especially an herbal tea.",5/5,2/28/2025,"a good choice A good choice when you feel the need for a mildly calming herb at the end of a busy day. Good to take with a warm bevrage, especially an herbal tea.","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9062}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,gus2012,Works in tandem.,"Taken alone this does not work for me. Take this with lemon balm at night for sleep, works great. Sleep thru the night. Get my 7 hrs.",4/5,3/1/2025,"Works in tandem. Taken alone this does not work for me. Take this with lemon balm at night for sleep, works great. Sleep thru the night. Get my 7 hrs.","{'neg': 0.06, 'neu': 0.816, 'pos': 0.124, 'compound': 0.4767}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Tim1,extract is better,"..but instead of one cap, I take 2-3 for desiired effects...for the price, its a bargain..it does do what they say",4/5,3/2/2025,"extract is better ..but instead of one cap, I take 2-3 for desiired effects...for the price, its a bargain..it does do what they say","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,mrsbabs1,Yea for Passion Flower,I have always had an issue about not being able to fall asleep and sleep well. Then someone trecommended Passion Flower. I ordered it from Swanson and it worked. So I have been ordering it from you ever since. In fact I am restocking my supply today and have spread the word. I am going to give a bottle to one of my friends.\n\nThanks\n\nMrs Babs,5/5,3/3/2025,Yea for Passion Flower I have always had an issue about not being able to fall asleep and sleep well. Then someone trecommended Passion Flower. I ordered it from Swanson and it worked. So I have been ordering it from you ever since. In fact I am restocking my supply today and have spread the word. I am going to give a bottle to one of my friends.\n\nThanks\n\nMrs Babs,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.7964}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Gizmo,passion flower good for shift worker,i work graveshift hours and i recently found this passion flower herb added to yogurt makes me sleepy whether i have to go to bed early or come back at 8 am and need a 2 hr nap. i dont even need the full capsule.,5/5,3/4/2025,passion flower good for shift worker i work graveshift hours and i recently found this passion flower herb added to yogurt makes me sleepy whether i have to go to bed early or come back at 8 am and need a 2 hr nap. i dont even need the full capsule.,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.836}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,DePoy,"Good value, good product",One of the things I use to 'take the edge off' after a hard day so I get better sleep. I feel more calm and relaxed with no adverse feelings. Swanson has the best value I've seen.,4/5,3/5/2025,"Good value, good product One of the things I use to 'take the edge off' after a hard day so I get better sleep. I feel more calm and relaxed with no adverse feelings. Swanson has the best value I've seen.","{'neg': 0.109, 'neu': 0.463, 'pos': 0.428, 'compound': 0.958}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,BeautifulDay,Love the clamness I feel!,Awesome Product. I take 2 first thing in the morning to get that great feeling of well being. I love the calmness it produces. I buy them 3 bottles at a time and take them though out the day.,5/5,3/6/2025,Love the clamness I feel! Awesome Product. I take 2 first thing in the morning to get that great feeling of well being. I love the calmness it produces. I buy them 3 bottles at a time and take them though out the day.,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9726}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Cantbebeaten,Perfect!,"It works as well if not faster than melatonin and there is never a groggy feeling the next day. Excellent for that ""stressful day"", or that ""need to sleep night!"" No side effects , excellent product and great quality.",4/5,3/7/2025,"Perfect! It works as well if not faster than melatonin and there is never a groggy feeling the next day. Excellent for that ""stressful day"", or that ""need to sleep night!"" No side effects , excellent product and great quality.","{'neg': 0.125, 'neu': 0.548, 'pos': 0.327, 'compound': 0.9188}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,greenlantern,male health benifits,"I learned of this in an article I read online. Passion Flower helps to reduce the amount of estrogen present in aging males. Coupled with other testosterone boosting herbs, this one can't be left out!",5/5,3/8/2025,"male health benifits I learned of this in an article I read online. Passion Flower helps to reduce the amount of estrogen present in aging males. Coupled with other testosterone boosting herbs, this one can't be left out!","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.807}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Goodrich,So thankful,"I've had problems sleeping for ever, but w/ passionflower, I just drift off to sleep. So thankful to be able to rest better, and the price is quite reasonable.",5/5,3/9/2025,"So thankful I've had problems sleeping for ever, but w/ passionflower, I just drift off to sleep. So thankful to be able to rest better, and the price is quite reasonable.","{'neg': 0.046, 'neu': 0.623, 'pos': 0.331, 'compound': 0.9088}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,VanRamme,Good for sleep.,"I initially thought this would be something I could take in the morning for a calming effect. However, it makes me too drowsy... though it seems to be good for sleeping, taking it 60-90 minutes prior to sleep.",4/5,3/10/2025,"Good for sleep. I initially thought this would be something I could take in the morning for a calming effect. However, it makes me too drowsy... though it seems to be good for sleeping, taking it 60-90 minutes prior to sleep.","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.8176}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,4EVERyoung,Swanson's Passion Flower,"So happy with this! It does help me to relax at night, and yes, best taken at night to help relax. I take it with Valerian Root (also avalibe here at Swanson), for a good night's sleep. Great price too! Thanks Swanson!",5/5,3/11/2025,"Swanson's Passion Flower So happy with this! It does help me to relax at night, and yes, best taken at night to help relax. I take it with Valerian Root (also avalibe here at Swanson), for a good night's sleep. Great price too! Thanks Swanson!","{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.9881}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Shakeysister,Sweet Dreams,I'm so happy to be able to get my Passion Flower from Swanson at such a reasonable price. It helps me to sleep soundly without feeling drugged. Thank you!,5/5,3/12/2025,Sweet Dreams I'm so happy to be able to get my Passion Flower from Swanson at such a reasonable price. It helps me to sleep soundly without feeling drugged. Thank you!,"{'neg': 0.083, 'neu': 0.547, 'pos': 0.37, 'compound': 0.9202}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,423,SAY YES TO PASSION FLOWER,"IF YOU WANT TO SLEEP, TAKE THIS PASSIONFLOWER . I ADDED THIS TO THE VALERIAN ROOT 475 MG, THAT I WAS ALREADY TAKING. IF YOU TAKE THEM TOGETHER THEY WILL GIVE YOU SOUND SLEEP. I TAKE TWO OF EACH, BEFORE BEDTIME, READ FOR 1/2 AN HOUR, AND SLEEP RESTFULLY FOR 6-7 HOURS. A FIRST FOR ME!!",5/5,3/13/2025,"SAY YES TO PASSION FLOWER IF YOU WANT TO SLEEP, TAKE THIS PASSIONFLOWER . I ADDED THIS TO THE VALERIAN ROOT 475 MG, THAT I WAS ALREADY TAKING. IF YOU TAKE THEM TOGETHER THEY WILL GIVE YOU SOUND SLEEP. I TAKE TWO OF EACH, BEFORE BEDTIME, READ FOR 1/2 AN HOUR, AND SLEEP RESTFULLY FOR 6-7 HOURS. A FIRST FOR ME!!","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.896}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Amjoba,Helpful!,"This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.\n\nI very much enjoy this product. Many thanks to Swanson for providing it!",5/5,3/15/2025,"Helpful! This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.\n\nI very much enjoy this product. Many thanks to Swanson for providing it!","{'neg': 0.042, 'neu': 0.603, 'pos': 0.355, 'compound': 0.9627}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,izzysmom,Works great!,I purchase this and never wish to run out. It is a huge help to me and my system. I take 2 in the evening about an hour before bedtime. It is good quality and very effective. I always use Swanson as my go to for supplements and other food items. Wonderful company!,5/5,3/16/2025,Works great! I purchase this and never wish to run out. It is a huge help to me and my system. I take 2 in the evening about an hour before bedtime. It is good quality and very effective. I always use Swanson as my go to for supplements and other food items. Wonderful company!,"{'neg': 0.035, 'neu': 0.662, 'pos': 0.303, 'compound': 0.9547}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Axle2,Works well enough.,"I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.\n\nNow with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.\n\nOverall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.",4/5,3/17/2025,"Works well enough. I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.\n\nNow with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.\n\nOverall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.","{'neg': 0.042, 'neu': 0.811, 'pos': 0.148, 'compound': 0.9208}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,kjsdil,Good,"I will try this again since I cannot seem to say anything about the product that is accepted. Here goes - it's good and good value. It works - try it. Swanson, you need to be more consistent in the info you allow to be posted about your products. It's confusing.",5/5,3/18/2025,"Good I will try this again since I cannot seem to say anything about the product that is accepted. Here goes - it's good and good value. It works - try it. Swanson, you need to be more consistent in the info you allow to be posted about your products. It's confusing.","{'neg': 0.033, 'neu': 0.707, 'pos': 0.26, 'compound': 0.9042}",positive
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,mrsbabs1,Yea for Passion Flower,I have always had an issue about not being able to fall asleep and sleep well. Then someone trecommended Passion Flower. I ordered it from Swanson and it worked. So I have been ordering it from you ever since. In fact I am restocking my supply today and have spread the word. I am going to give a bottle to one of my friends.ThanksMrs Babs,5/5,3/19/2025,Yea for Passion Flower I have always had an issue about not being able to fall asleep and sleep well. Then someone trecommended Passion Flower. I ordered it from Swanson and it worked. So I have been ordering it from you ever since. In fact I am restocking my supply today and have spread the word. I am going to give a bottle to one of my friends.ThanksMrs Babs,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.7964}",positive
