Product_name,product_id,User,,Review_title,Review_description,Rating,Dates
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Rosslynn,,helps sleep,helps with sleep and stress,5/5,12/19/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Happyfeet,,Niceflower,It relaxes me from anxiousness and restlessness,5/4,12/20/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Laura,,,Helped me rest %26 sleep,5/5,12/21/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Flying Again,,Excellent Anti-Anxiety for Airplane,"I am claustrophobic and the last few years have been getting prescription anti-anxiety medication when I fly (after an unfortunate panic attack on my last non-medicated flight). I was going on a 2 week trip to NYC, England &amp; Ireland with multiple flights. I didn't want to be a medicated zombie the whole trip. I tried this Passion Flower as a natural alternative and it was amazing! No panic attacks. Not even really any anxiety of maybe having a panic attack. Crowded subways were no issue. One tablet for anxiety. Two to sleep and wake rested. I can't say enough good things about this product.",5/5,12/22/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Marggie,,Passion flower,I am noticing some changes and I like taking it,5/5,12/23/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Ellie33,,Best supplement for better sleep,It really helped me with a better sleep without feeling hangover in the morning,5/5,12/24/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Jasonf,,Passion flower,Excellent product. By far the best passion flower ive tried.,5/5,12/25/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Walmart Customer,,Staple in my med cabinet,Best passion flower I've ever bought. I prefer it to Valerian as it's tummy friendly.,5/5,12/26/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,ella1967,,Excellent product !!!,I am taking one pill every morning and I feel much better.This product help me reducing anxiety and stress.,5/5,12/27/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Bre9,,Great stuff,"I got it on sale, so the price was great. Its very effective, I use it in conjunction with valerian.",5/5,12/28/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Dee11,,Works Great!,Passion flower is a mild herbal sedative that helps you to fall asleep quicker without any worries of side effects. Great price and fast service.,5/5,12/29/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Rosslynn,,helps sleep,helps with sleep and stress,5/5,12/30/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,RKCM,,This product is super,"I will buy this product again because it does what it says. Great!
Thank you for introducing it.",5/4,12/31/2024
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,cyberdoc999,,This help me sleep much better,This help me sleep much better,5/5,1/1/2025
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Sewing310,,Best on the market,"The Passion Floweris the best, it helps me so much at nightime to sleep.",5/5,1/2/2025
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,ksg123,,Works for me,I take 2 at bedtime and enjoy good sleep and calm days.,5/5,1/3/2025
Passion Flower Extract 1100mg | 90 Capsules | by Piping Rock,1661038806,Happyfeet,,Niceflower,It relaxes me from anxiousness and restlessness,5/4,1/4/2025
Herbal Secrets Passion Flower 700mg Per Serving 240Veggie Capsules - Supports Restful Sleep,,,,,,/,1/5/2025
"Botanic Choice Passion Flower Herb Liquid Extract , 1 oz",820542304,Pamela77,,Better than the ones from another company at a gre,Passion Flower tincture has become part of my health regime and I take it nightly before I go to bed.I am always looking for the best products at the most reasonable price as most people do.  The ratio of extract as compared to other brands at the same price surpasses the competition.  I like this company and they will have my future business.,5/5,1/6/2025
"Botanic Choice Passion Flower Herb Liquid Extract , 1 oz",820542304,Kent,,I love this supplement!,I sleep so much more deeply after taking this! I do two dropperfuls each night and sleep so much more deeply. This and magnesium have changed my life!,5/5,1/7/2025
"Botanic Choice Passion Flower Herb Liquid Extract , 1 oz",820542304,primspirit,,alcohol free is the best!,"just what i wanted, alcohol free and pure, easy to take, perfect!",5/5,1/8/2025
"Botanic Choice Passion Flower Herb Liquid Extract , 1 oz",820542304,Pamela77,,Great Product!,This is a great product of excellent quality. I am so glad I tried this brand.,5/5,1/9/2025
"Botanic Choice Passion Flower Herb Liquid Extract , 1 oz",820542304,Samantha,,,Fast.  Well packaged.  Exactly as described.  Always good,5/5,1/10/2025
Passion Flower Herb Tea 4 oz. 113gr. Green Color Hierba Pasiflora Helps Relax Muscle & Mind Natural de Mexico Herbal Supplement,,,,,,/,1/11/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Melissa S,,Passion Flower,Helps to relax and calm down.,5/5,1/12/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,katsche,,Love this product,"It's been a great product for my Husband who suffers from work related stress, it's been a real life saver for him and really keeps him focused and calm.",5/5,1/13/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Bryon,,Stress Buster,While trucking long hours I can get really stressed sometimes and this product seems to be very effective.,5/5,1/14/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Iris G,,Passion Flowet,Definitely helps with calming down.,5/5,1/15/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Anonymous,,Passion Flowet,Definitely helps with calming down.,5/5,1/16/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,IRIS G.,,Passion Flowet,Definitely helps with calming down.,5/5,1/17/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Walmart Customer,,,It's very calming   Love it   Would buy again,5/4,1/18/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Dorothy L,,Not feeling the effect,Not feeling the effect,5/1,1/19/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Anonymous,,Not feeling the effect,Not feeling the effect,5/1,1/20/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Walmart Customer,,,It's very calming   Love it   Would buy again,5/4,1/21/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,IRIS G.,,Passion Flowet,Definitely helps with calming down.,5/5,1/22/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,DoingItMyselfEr,,Try This...,This is a tremendous help in my struggle for sleep!,5/5,1/23/2025
"NOW Supplements, Passion Flower (Passiflora incarnata) 350 mg, Natural Stress Relief*, 90 Veg Capsules",39493980,Iris G,,Passion Flowet,Definitely helps with calming down.,5/5,1/24/2025
"Nutricost Passion Flower Extract (1,500mg Equivalent) 120 Capsules - Non-GMO Supplement",606657812,CaitBain,,Helps with anxiety and sleep issues,Really works to help calm down and sleep better. Good quality.,5/5,1/25/2025
"Nutricost Passion Flower Extract (1,500mg Equivalent) 120 Capsules - Non-GMO Supplement",606657812,dawn,,"good product,  bad customer service",good price for number of capsules abd mgs . would go 5 but took very very long time.  thought package was lost. when I attempted to track was told that info available to seller. when i contacted . they said track it down. hummm good product lousy customer service.,5/3,1/26/2025
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,paula,,Great Product,Love this product. It takes about 5 days of continuous use at night before going to bed. It has increased my sleep by 25%.,5/5,1/27/2025
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Panda,,I am pleased!,Exactly what I ordered. nothing but passion flower.,5/5,1/28/2025
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Hope,,Calming,"I love this tea it really has a calming
effect.",5/5,1/29/2025
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Imelinda,,Really good,"Yes, I worked.",5/5,1/30/2025
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Cheryl,,Disappointed in arrival packaging,"Package arrived via mail in a bubble envelope. The box the tea came in was completely smashed!  Fortunately, the tea bags inside seem to be okay. Something in a thin cardboard box should NEVER be sent through the mail in a bubble envelope. should send in a sturdy box, not an envelope!  Poor choice!",5/4,1/31/2025
"Tadin Passion Flower Tea (24 Teabags) / Pasiflora Helps Relax Muscle & Mind, No Caffeine",55524670,Walmart Customer,,Tasty,"I liked it, glad it was exclusively Passion flower and nothing else. Would definitely buy again.",5/4,2/1/2025
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Lisa,,Best choice!,Excellent choice; best price on passionflower tincture . Calming and gentle 100 % recommend;  also reco by  Dr A Weil,5/5,2/2/2025
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,KayBear,,WONDERFUL TINCTURE!!!,This passionflower tincture is simply the BEST!! It has gotten me through many nights of tossing and turning helping me to gently relax and fall asleep peacefully.,5/5,2/3/2025
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Efigenia,,,i LIKE THIS SHOP AND ADVISE PEOPLE TO BUY FROM THIS SHOP.,5/5,2/4/2025
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Martin,,BEST CALMATIVE I HAVE FOUND,"BEST QUALITY SLEEP AID I HAVE FOUND TO DATE.
ARE YOU TENSE OR JITTERY. THIS WILL CALM YOU DOWN QUICKLY.
2 DROPPERS FOR ME DOES IT.",5/5,2/5/2025
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Brenda,,I received the project inco,"I received the wrong product, I ordered Pasion Flora and I received biotin, nothing to do with the product I need.",5/1,2/6/2025
Passion Flower Liquid Extract | 2 oz | Vegetarian & Alcohol Free Supplement for Men and Women | by Horbaach,363180938,Wellida,,,"I don't know, because I bought it but I never received it, the delivery says it was delivered but I never saw it",5/1,2/7/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Daniel,,Good effect when needed,Positive addition to balance of wellbeing,5/5,2/8/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,yardwork,,helps me sleep,"as for me i get my sleep. i use 500 mg and the mind chatter fades away and off to sleep i go, of course i think it only helps after a long day at work and i am ready for bed.",5/5,2/9/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Judith S.,,Sleep Aid,Really helps me relax and fall asleep faster.,5/5,2/10/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,DogMom75,,Good product for High Anxiety,"Passion flower takes the edge off of anxiety in natural way with no side effects. I take 2-3 for high anxiety and it works every time, within 10 minutes.",5/5,2/11/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,shiningstar,,Great Product,"Wow! I could not believe how great this supplement works. I tried other brands which were a lot higher priced and they did nothing. I sleep so good with this product, I have another order on the way. I have told my friends about Swanson's. I not only saved money but I received a product far better than many other expensive brands. I was skeptical about ordering this because it was such a low price. Very happy with my purchase. I have ordered from Swanson for a long time and sometimes the cheaper priced items were not good, this one is great.",5/5,2/12/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Amjoba,,Helpful!,"This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.I very much enjoy this product. Many thanks to Swanson for providing it!",5/5,2/13/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Kathleen,,good natural sedative,"i am very happy with this , it is relaxing %26 sedates me",5/4,2/14/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,CaitBain,,Helps anxiety and sleep issues,Helped a little with anxiety and sleep loss.,5/4,2/15/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Axle2,,Works well enough.,"I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.Now with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.Overall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.",5/4,2/16/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,MediMan,,"Didn't work for me, but I'm sure it helps others","Not all products work well for everyone, that's just how it goes. I have taken this in fairly large doses for several weeks to see if it would help calm me. It didn't seem to have any effect on me. I have read claims from many who say it works great, so it's probably just me!",5/2,2/17/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Csaba,,Works for me,"I take it with Magnesium and 1,5 mg Melatoninbefore bedtime.",5/4,2/18/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,gwendolyn,,This is a good product.,"This is a good product, but I have begun\nusing others. Especially, to help me sleep.",5/4,2/19/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Ladarwan S.,,Good product,Very effective,5/5,2/20/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,healthy4life1,,relaxing herb and chrysin source,Try this before bed and also a great source of chrysin-an important flavinoid for men. The swansons whole herb passionflower is a great source for this 2 in 1 herb.,5/5,2/21/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,keithschom2,,Good for Relaxing at Bedtime,This product helps me to relax when I take it before bedtime. If you have trouble getting to sleep at night I recommend that you start taking passion flower too.,5/5,2/22/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Kidblinks,,Love it.,I take this to help me relax and not feel anxious around people and I find it really helps. I'm able to just be myself and have a good time without over-thinking and feeling uneasy.,5/4,2/23/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,eltigre,,great value purchase,"If you are in need of finding a method to access\nthe sleep state without any side effects, passion\nflower does just that.",5/5,2/24/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,eltigre,,great value purchase,"If you are in need of finding a method to accessthe sleep state without any side effects, passionflower does just that.",5/5,2/25/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Shampoogirl,,A Great Help,I take one of these any morning that I feel a little keyed-up and it really smooths things out for me.,5/5,2/26/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,turtlelover,,Very Happy!,This product gives me that extra calm I need without drowsiness or anything! I take it after a stressful day and it takes the edge off!,5/5,2/27/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,herbal67,,a good choice,"A good choice when you feel the need for a mildly calming herb at the end of a busy day. Good to take with a warm bevrage, especially an herbal tea.",5/5,2/28/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,gus2012,,Works in tandem.,"Taken alone this does not work for me. Take this with lemon balm at night for sleep, works great. Sleep thru the night. Get my 7 hrs.",5/4,3/1/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Tim1,,extract is better,"..but instead of one cap, I take 2-3 for desiired effects...for the price, its a bargain..it does do what they say",5/4,3/2/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,mrsbabs1,,Yea for Passion Flower,I have always had an issue about not being able to fall asleep and sleep well. Then someone trecommended Passion Flower. I ordered it from Swanson and it worked. So I have been ordering it from you ever since. In fact I am restocking my supply today and have spread the word. I am going to give a bottle to one of my friends.\n\nThanks\n\nMrs Babs,5/5,3/3/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Gizmo,,passion flower good for shift worker,i work graveshift hours and i recently found this passion flower herb added to yogurt makes me sleepy whether i have to go to bed early or come back at 8 am and need a 2 hr nap. i dont even need the full capsule.,5/5,3/4/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,DePoy,,"Good value, good product",One of the things I use to 'take the edge off' after a hard day so I get better sleep. I feel more calm and relaxed with no adverse feelings. Swanson has the best value I've seen.,5/4,3/5/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,BeautifulDay,,Love the clamness I feel!,Awesome Product. I take 2 first thing in the morning to get that great feeling of well being. I love the calmness it produces. I buy them 3 bottles at a time and take them though out the day.,5/5,3/6/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Cantbebeaten,,Perfect!,"It works as well if not faster than melatonin and there is never a groggy feeling the next day. Excellent for that ""stressful day"", or that ""need to sleep night!"" No side effects , excellent product and great quality.",5/4,3/7/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,greenlantern,,male health benifits,"I learned of this in an article I read online. Passion Flower helps to reduce the amount of estrogen present in aging males. Coupled with other testosterone boosting herbs, this one can't be left out!",5/5,3/8/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Goodrich,,So thankful,"I've had problems sleeping for ever, but w/ passionflower, I just drift off to sleep. So thankful to be able to rest better, and the price is quite reasonable.",5/5,3/9/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,VanRamme,,Good for sleep.,"I initially thought this would be something I could take in the morning for a calming effect. However, it makes me too drowsy... though it seems to be good for sleeping, taking it 60-90 minutes prior to sleep.",5/4,3/10/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,4EVERyoung,,Swanson's Passion Flower,"So happy with this! It does help me to relax at night, and yes, best taken at night to help relax. I take it with Valerian Root (also avalibe here at Swanson), for a good night's sleep. Great price too! Thanks Swanson!",5/5,3/11/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Shakeysister,,Sweet Dreams,I'm so happy to be able to get my Passion Flower from Swanson at such a reasonable price. It helps me to sleep soundly without feeling drugged. Thank you!,5/5,3/12/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,423,,SAY YES TO PASSION FLOWER,"IF YOU WANT TO SLEEP, TAKE THIS PASSIONFLOWER . I ADDED THIS TO THE VALERIAN ROOT 475 MG, THAT I WAS ALREADY TAKING. IF YOU TAKE THEM TOGETHER THEY WILL GIVE YOU SOUND SLEEP. I TAKE TWO OF EACH, BEFORE BEDTIME, READ FOR 1/2 AN HOUR, AND SLEEP RESTFULLY FOR 6-7 HOURS. A FIRST FOR ME!!",5/5,3/13/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Amjoba,,Helpful!,"This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.I very much enjoy this product. Many thanks to Swanson for providing it!",5/5,3/14/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Amjoba,,Helpful!,"This is a great product, and one I have recommended to friends. I have used passion flower tincture for years, but always worried about carrying a liquid in my purse! I find the capsules much more convenient, and easy to use.\n\nI very much enjoy this product. Many thanks to Swanson for providing it!",5/5,3/15/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,izzysmom,,Works great!,I purchase this and never wish to run out. It is a huge help to me and my system. I take 2 in the evening about an hour before bedtime. It is good quality and very effective. I always use Swanson as my go to for supplements and other food items. Wonderful company!,5/5,3/16/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Axle2,,Works well enough.,"I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.\n\nNow with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.\n\nOverall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.",5/4,3/17/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,kjsdil,,Good,"I will try this again since I cannot seem to say anything about the product that is accepted. Here goes - it's good and good value. It works - try it. Swanson, you need to be more consistent in the info you allow to be posted about your products. It's confusing.",5/5,3/18/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,mrsbabs1,,Yea for Passion Flower,I have always had an issue about not being able to fall asleep and sleep well. Then someone trecommended Passion Flower. I ordered it from Swanson and it worked. So I have been ordering it from you ever since. In fact I am restocking my supply today and have spread the word. I am going to give a bottle to one of my friends.ThanksMrs Babs,5/5,3/19/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,shiningstar,,Great Product,"Wow! I could not believe how great this supplement works. I tried other brands which were a lot higher priced and they did nothing. I sleep so good with this product, I have another order on the way. I have told my friends about Swanson's. I not only saved money but I received a product far better than many other expensive brands. I was skeptical about ordering this because it was such a low price. Very happy with my purchase. I have ordered from Swanson for a long time and sometimes the cheaper priced items were not good, this one is great.",5/5,3/20/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,MediMan,,"Didn't work for me, but I'm sure it helps others","Not all products work well for everyone, that's just how it goes. I have taken this in fairly large doses for several weeks to see if it would help calm me. It didn't seem to have any effect on me. I have read claims from many who say it works great, so it's probably just me!",5/2,3/21/2025
Swanson Full-Spectrum Passion Flower 500 mg 60 Capsules,188575515,Axle2,,Works well enough.,"I love this herb for its soothing effects, and this is one of my favorite ones. Now, the quality of the actual herb in the capsule seems a little puny to me, as I have bought passion flower organically, and it tasted more potent, and had a richer color to it.Now with that said, this is the one I routinely take. Why? Because in pill form, passion flower is in a consistent measured out dose, and quite honestly, taking passion flower powder directly , or in water is difficult, as it tastes bitter. Fruit juice might work, but that is too expensive for me to do routinely as of right now.Overall, I still am using this herb often, and the price is pretty low. If you follow the suggested dosage, 1 bottle would last 30-60 days, depending on how many you take.",5/4,3/22/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Pamela,,"""me time"" tea","I enjoy a cup of this tea shortly before bedtime. It helps me unwind and relax before retiring for the night , and seems to aid in a more restful sleep .  Works well ror me??",5/5,3/23/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,MG,,It truly works!,"This helps me with my anxiety attacks. I hate meds and well, this is my last alternative. The first time It gave me a weird feeling, like taking sleeping pills ?? I guess after time, my body got used to it and now I take it three or four times a day , doesn't truly taste bad. I do recommend. I suffer of depression and anxiety for months now, but this has been helpful. Give it a try!",5/5,3/24/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Chiefman,,Love it,The Santo Remedio tea is awesome. Take it if you feel anxious or about to go into anxiety mode. My wife drank it and it calms her down. She is currently on anxiety meds and and decided to try the passion flower and so far we have positive news. She's off her meds and feels good. No regrets.,5/5,3/25/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,jude,,Makes a Totally Delightful Chai Tea!,"I love this tea! It has a very mild, smooth flavor, which mixes well with other herbal teas. I usually brew it with spices to make a chai tea; cardamon, star anise, cinnamon, fennel, and fresh ginger.  Try this, it's 100% delicious! For a real treat, add a bit of plant based almond creamer, so wonderful, you'll love it!",5/5,3/26/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Darlingcarling1,,"Quite tasty, and soothing","This passionflower tea is great to have before settling down for the night. It's warm, very soothing and calming. The flavor isn't overpowering, it's just perfect. I add a little bit of honey for added sweetness. I really like that each year bag is wrapped individually in paper packaging. Helps seal in the freshness. 
It is also very good when chilled and served over ice, I like to add in some frozen strawberries instead of ice, and coconut milk, and It's a cooled drink similar to the Starbucks refreshers.",5/5,3/27/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,luz,,Peace Flower,Love this  product    It does the job  keeps me relax when needed,5/5,3/28/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,MariaRebeca,,the brst for a good sleep,"take to two hours before to go to bed, you will wake up a new person",5/5,3/29/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Nani29,,Delicious!,"Passionflower tea is ideal for relaxation before heading to bed, however I have no issues with that, so I don't know if this particular brand works well in that regard. I still drink it before bed anyways with the thought it's helping me sleep better. It has a very light taste which makes it super delicious in my opinion!",5/5,3/30/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,StephA,,Not sweet nor bitter,"I received a free pack of Santo Remedio Passionflower Tea in exchange for my honest . I don't like my tea cold, so I always warm it up. This particular flavour isn't sweet and it isn't bitter either; nor is it both. The company describes it as an earthy taste but I'm not sure. It doesn't taste bad though. It takes between 3-5 minutes for the bag to diffuse which isn't bad. I drink it every night to help with sleep. I just started it, so can't really comment on it's benefits regarding that yet.",5/5,3/31/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Reha,,tea,not much to say except i prepared according to instructions drank but no changes noted to sleep or relaxation,5/2,4/1/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Elizabeth,,excellent,"I like that I received it immediately, and on a very good spot at my home.",5/5,4/2/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Universecalls,,Mild Soothing Taste,This tea has a mild herbal taste with a touch of a licorice flavor. It had a soothing and relaxing effect and I enjoyed it. I added a teaspoon of raw honey and it was perfect.,5/5,4/3/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Mkh76,,Great taste!,"Some times during week I have trouble falling asleep. I sometimes stay up till 3 AM, taking this tea has helped tremendously. It helps relax me at night right before bedtime. The tea also taste great!",5/5,4/4/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Tina,,Natural remedy!,"Very effective for insomnia and anxiety, but you must steep it for at least 6-8min all the way up to 15min if you want stronger effects. For flavor, I add an empty tea bag filled with the dried, grounded pulp of whatever juice I made for the week (usually pineapple-based w/ ginger and turmeric).",5/5,4/5/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Novelera,,Santo remedio Te de Pasiflora,Excellent natural  product .,5/5,4/6/2025
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Maribel,,,I will come back once I try to.thanks,5/5,4/7/2025
